000,5
001,3
002,3
003,3
004,3
005,3
010,4
011,4
012,4
013,4
014,4
015,4
016,4
017,4
018,4
019,4
020,4
021,4
022,4
023,3
024,4
025,4
026,4
027,4
028,4
029,4
030,4
035,4
040,4
041,6
042,6
043,6
050,6
051,6
052,6
053,4
054,6
055,6
056,6
057,6
058,6
059,6
060,6
061,6
062,6
063,6
064,6
065,6
066,6
067,6
068,6
099,5
100,6
101,6
102,6
103,6
104,5
200,3
300,2
444,5
888,3
N/A,5
